"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4264"", ""4264"")","Consult Request","","16. **CAC USE ONLY, TESTING PURPOSES***","2/16/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4263"", ""4263"")","Update user privileges' for Digital Divide consult","","16. **CAC USE ONLY, TESTING PURPOSES***","2/16/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4262"", ""4262"")","Feb 16, 2023 Primary Care Letter (Autoprint) @12:34:18 am","","12. Other Request or Inquiry","2/16/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4261"", ""4261"")","Administrative Complete","","03. Consult Service - Change","2/16/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4259"", ""4259"")","NEW - VA-Monkeypox/Smallpox Vaccine Reminder & Updated Template (Clinical Reminder Update_2_0_330)","","15. **FOR CAC USE ONLY**","2/16/2023","3/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4258"", ""4258"")","Unresolved Consult Numbers for Women Veterans Program Employees/No alerts in CPRS","","12. Other Request or Inquiry","2/16/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4257"", ""4257"")","tools menu set up at the user level for event capture","","12. Other Request or Inquiry","2/16/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4255"", ""4255"")","Alicia Barrens Consult Access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/16/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4254"", ""4254"")","Removing notifications for CPOs","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4253"", ""4253"")","Updating notifications for CPOs","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4251"", ""4251"")","Need PALO ALTO CPRS ACCESS","","07. CPRS Menu, Order, or Order Set - New","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4250"", ""4250"")","new consult for Modesto Home Based Speech","","04. Consult Service - New","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4249"", ""4249"")","new consult for Stockton home based speech","","04. Consult Service - New","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4248"", ""4248"")","inactivate PHARMACY PAIN-HEM/ONC/PALLIATIVE OUTPT consult","","03. Consult Service - Change","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4247"", ""4247"")","Update Ordering Menu for ""ADALIMUMAB STARTER KIT CROHN'S""","","06. CPRS Menu, Order, or Order Set - Change","2/15/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4246"", ""4246"")","PCMHI Nursing Care Management (MTZ) Access for D. Kezior & J. Harts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4245"", ""4245"")","Consult Service- Title of Consult not available ""PCMHI NURSING CARE MANAGEMENT (MTZ)","","12. Other Request or Inquiry","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4244"", ""4244"")","2-15-2023 Primary Care Note","","12. Other Request or Inquiry","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4243"", ""4243"")","MH PCMHI Consults Access for Nurses (Kezior, D & Harts, J)","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4241"", ""4241"")","MH PCMHI Consult Access for Nurse -Raybeck, Irina","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4240"", ""4240"")","PCHMI Consult Access for SAC RN (Peralta)","","16. **CAC USE ONLY, TESTING PURPOSES***","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4238"", ""4238"")","2/15/23 CONSULT ACCESS INFO NEEDED","","12. Other Request or Inquiry","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4237"", ""4237"")","Cancel consult alert","","03. Consult Service - Change","2/15/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4236"", ""4236"")","VA-Personal Health Inventory (PHI) Template Update (Clinical Reminder Update_2_0_335) February 14, 2","","15. **FOR CAC USE ONLY**","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4235"", ""4235"")","PGX (PHASER) Template Update (Clinical Reminder Update_2_0_334)","","15. **FOR CAC USE ONLY**","2/15/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4234"", ""4234"")","Cannot administratively complete consult","","12. Other Request or Inquiry","2/14/2023","3/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4233"", ""4233"")","New note title and template","","08. Note - New Title","2/14/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4232"", ""4232"")","New note title and template","","08. Note - New Title","2/14/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4231"", ""4231"")","New Note Title and template","","08. Note - New Title","2/14/2023","3/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4230"", ""4230"")","Note titles and templates","","08. Note - New Title","2/14/2023","5/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4228"", ""4228"")","Add alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/14/2023","2/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4227"", ""4227"")","New Note Title Request","","08. Note - New Title","2/14/2023","2/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4225"", ""4225"")","AL","","12. Other Request or Inquiry","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4222"", ""4222"")","CPRS Training New Employee","","13. CPRS Training (Self-Paced)","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4221"", ""4221"")","CPRS Training New Employee","","13. CPRS Training (Self-Paced)","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4220"", ""4220"")","Liposomal Bupivacaine NFDR - please add to Prior/Auth/NF menu","","06. CPRS Menu, Order, or Order Set - Change","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4219"", ""4219"")","IFC consults from PAVA for Criselda Rosario","","16. **CAC USE ONLY, TESTING PURPOSES***","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4218"", ""4218"")","View alerts for Huyen T Nguyen, Nephrology MD 01.27-02.14.23","","11. Data Request","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4217"", ""4217"")","Edit Template for Vascular Consult","","05. Consult Service - Template","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4216"", ""4216"")","CPRS tools menu issue","","12. Other Request or Inquiry","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4214"", ""4214"")","buprenorphine sustained action injections","","06. CPRS Menu, Order, or Order Set - Change","2/14/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4212"", ""4212"")","Change access of SAC ECG MITs for Holter (STC) consult","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4211"", ""4211"")","CPRS UNABLE TO OPEN","","14. ***CPRS 32B Issue Reporting***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4209"", ""4209"")","Consults Pane is not showing up","","12. Other Request or Inquiry","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4208"", ""4208"")","Unifying SNF Referrals from MSU and Improving CREC Admission Consult","","06. CPRS Menu, Order, or Order Set - Change","2/13/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4207"", ""4207"")","Adding Text Alerts to CITC consults for Acupuncture, Chiropractic care and massage","","12. Other Request or Inquiry","2/13/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4206"", ""4206"")","Whole Health Community Care Complimentary Integrated Health Consult update","","12. Other Request or Inquiry","2/13/2023","4/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4204"", ""4204"")","GASTROENTEROLOGY OUTPT (RED)","","12. Other Request or Inquiry","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4203"", ""4203"")","Need consult tracking functions for ENDOCRINOLOGY OUTPT (STC)","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4202"", ""4202"")","geriatrics template","","09. Note - Template Request","2/13/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4201"", ""4201"")","Consult Access Request for Intern- C.Shane Lindsey-SAC","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4200"", ""4200"")","Intern Access to Consults-Sheetal Gandhi- SAC","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4199"", ""4199"")","Consult Access for Intern- Emily Law- McClellan","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4197"", ""4197"")","dod Cardiology - Consult action - grayed out","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4196"", ""4196"")","consult access: llamas","","16. **CAC USE ONLY, TESTING PURPOSES***","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4195"", ""4195"")","Add Admin Team","","12. Other Request or Inquiry","2/13/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4194"", ""4194"")","Clinic Not Reflecting Under Group Notes","","12. Other Request or Inquiry","2/10/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4193"", ""4193"")","Edit Template for Facility Fee Consults","","05. Consult Service - Template","2/10/2023","2/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4192"", ""4192"")","Requesting to Update Letter templates for GEC services","","09. Note - Template Request","2/10/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4191"", ""4191"")","remove from alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4189"", ""4189"")","L. Edwards access to MH GMH PEER SUPPORT STC 612QE OUTPT","","16. **CAC USE ONLY, TESTING PURPOSES***","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4188"", ""4188"")","uploading for DOD consults","","12. Other Request or Inquiry","2/10/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4187"", ""4187"")","Access for Ramirez/Menez current last name","","16. **CAC USE ONLY, TESTING PURPOSES***","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4186"", ""4186"")","Change-Social Work Comprehensive Assessment","","09. Note - Template Request","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4184"", ""4184"")","Change template-Social Work Triage Assessment","","09. Note - Template Request","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4183"", ""4183"")","Change Template-Social Work Case Management Note","","09. Note - Template Request","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4182"", ""4182"")","Geriatrics consult clinic for Modesto","","04. Consult Service - New","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4181"", ""4181"")","Unable to access JLV with provided access codes","","12. Other Request or Inquiry","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4180"", ""4180"")","Cancel the PAIN CLINIC CONSULT care alerts in CPRS","","16. **CAC USE ONLY, TESTING PURPOSES***","2/10/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4179"", ""4179"")","Issue with the DRM unable recognize consult in CPRS","","12. Other Request or Inquiry","2/9/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4178"", ""4178"")","Check IAM SECID","","12. Other Request or Inquiry","2/9/2023","2/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4177"", ""4177"")","Consult Access/Alerts - Graviet","","16. **CAC USE ONLY, TESTING PURPOSES***","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4176"", ""4176"")","VIA interface from VIRP to CPRS with the more secure VDIF interface. 1) Your CPRS User Profile","","12. Other Request or Inquiry","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4174"", ""4174"")","Dissociate result correction","","12. Other Request or Inquiry","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4173"", ""4173"")","Consult New","","04. Consult Service - New","2/9/2023","2/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4170"", ""4170"")","Users are Unable to Access Event Capture through CPRS","","12. Other Request or Inquiry","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4169"", ""4169"")","adding CPRS alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4167"", ""4167"")","Pourmatin CPRS","","13. CPRS Training (Self-Paced)","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4166"", ""4166"")","Adding CPRS alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4165"", ""4165"")","Add Team Access","","12. Other Request or Inquiry","2/9/2023","2/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4164"", ""4164"")","Baal CPRS request","","13. CPRS Training (Self-Paced)","2/9/2023","2/9/2023","Completed",
